book_title,author,ratings,avg_rating,book_image,book_url
Juliette Gordon Low: The Remarkable Founder of the Girl Scouts,Stacy A. Cordery,411,3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347948919i/11797363.jpg,https://www.goodreads.com/book/show/11797363-juliette-gordon-low
Glow,Jessica Maria Tuccelli,"1,099",3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347953329i/11797364.jpg,https://www.goodreads.com/book/show/11797364-glow
Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,"69,046",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347954566i/11797365.jpg,https://www.goodreads.com/book/show/11797365-escape-from-camp-14
Blue Monday,Nicci French,"26,792",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1324607672i/11797367.jpg,https://www.goodreads.com/book/show/11797367-blue-monday
How It All Began,Penelope Lively,"9,090",3.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331237132i/11797374.jpg,https://www.goodreads.com/book/show/11797374-how-it-all-began
Going Solo: The Extraordinary Rise and Surprising Appeal of Living Alone,Eric Klinenberg,"2,891",3.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347918144i/11797459.jpg,https://www.goodreads.com/book/show/11797459-going-solo
"Red Brick, Black Mountain, White Clay: Reflections on Art, Family, and Survival",Christopher E.G. Benfey,285,3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347935539i/11797470.jpg,https://www.goodreads.com/book/show/11797470-red-brick-black-mountain-white-clay
The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner,"7,991",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338504885i/11797471.jpg,https://www.goodreads.com/book/show/11797471-the-idea-factory
The Rising,Will  Hill,"3,264",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388332292i/11797478.jpg,https://www.goodreads.com/book/show/11797478-the-rising
7 Clues to Winning You,Kristin Walker,"1,981",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1413160143i/11797479.jpg,https://www.goodreads.com/book/show/11797479-7-clues-to-winning-you
The Fifth Element of Love,Roxana Jones,13,4.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328346358i/11798597.jpg,https://www.goodreads.com/book/show/11798597-the-fifth-element-of-love
Waiting Jackals,Ian D.G. Sandusky,8,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333973188i/11798991.jpg,https://www.goodreads.com/book/show/11798991-waiting-jackals
The Pretenders,Joan Wolf,532,3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344269771i/1179759.jpg,https://www.goodreads.com/book/show/1179759.The_Pretenders
Know No Fear,Dan Abnett,"5,862",4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316352870i/11797636.jpg,https://www.goodreads.com/book/show/11797636-know-no-fear
Shadow of the Moon,M.M. Kaye,"4,538",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327928169i/11798048.jpg,https://www.goodreads.com/book/show/11798048-shadow-of-the-moon
Send Me a Sign,Tiffany Schmidt,"2,193",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331778789i/11798085.jpg,https://www.goodreads.com/book/show/11798085-send-me-a-sign
Betrayal,Christina Dodd,"1,529",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322762571i/11798861.jpg,https://www.goodreads.com/book/show/11798861-betrayal
Out in Blue,Sarah Purdy Gilman,265,3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358798481i/11799123.jpg,https://www.goodreads.com/book/show/11799123-out-in-blue
The Promise of Happiness,Justin Cartwright,"1,119",3.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312010047i/117992.jpg,https://www.goodreads.com/book/show/117992.The_Promise_of_Happiness
The Woman in Black,Susan         Hill,"73,795",3.75,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327911140i/11799645.jpg,https://www.goodreads.com/book/show/11799645-the-woman-in-black
A Good and Happy Child,Justin Evans,"3,866",3.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171745297i/117995.jpg,https://www.goodreads.com/book/show/117995.A_Good_and_Happy_Child
And Tango Makes Three,Justin Richardson,"13,419",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348845313i/117997.jpg,https://www.goodreads.com/book/show/117997.And_Tango_Makes_Three
"A Dance to the Music of Time, Volume 1: Spring",Anthony Powell,"4,716",3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1332254227i/1179970.jpg,https://www.goodreads.com/book/show/1179970.A_Dance_to_the_Music_of_Time_Volume_1
Resurrection,Boone Brux,343,3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308713732i/11799857.jpg,https://www.goodreads.com/book/show/11799857-resurrection
City of Dragons,Robin Hobb,"35,458",4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322613975i/11801463.jpg,https://www.goodreads.com/book/show/11801463-city-of-dragons
Fugitives,Alexander Gordon Smith,"5,024",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317794373i/11800695.jpg,https://www.goodreads.com/book/show/11800695-fugitives
The Book of Human Skin,Michelle Lovric,"2,338",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327171838i/11801869.jpg,https://www.goodreads.com/book/show/11801869-the-book-of-human-skin
After the Snow,S.D. Crockett,"1,907",3.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314129163i/11801954.jpg,https://www.goodreads.com/book/show/11801954-after-the-snow
Life is But a Dream,Brian James,870,3.74,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314129244i/11801958.jpg,https://www.goodreads.com/book/show/11801958-life-is-but-a-dream
Dr. Hugh Mann,Mark Tufo,"2,953",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328346447i/11803203.jpg,https://www.goodreads.com/book/show/11803203-dr-hugh-mann
The Lady's Slipper,Deborah Swift,"1,913",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356444647i/11802031.jpg,https://www.goodreads.com/book/show/11802031-the-lady-s-slipper
The Revenge of Lord Eberlin,Julia London,"1,290",3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349019774i/11803192.jpg,https://www.goodreads.com/book/show/11803192-the-revenge-of-lord-eberlin
One Good Turn / Case Histories/  When Will There Be Good News?,Kate Atkinson,76,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394332853i/11805107.jpg,https://www.goodreads.com/book/show/11805107-one-good-turn-case-histories-when-will-there-be-good-news
A Day No Pigs Would Die,Robert Newton Peck,"10,235",3.59,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1323730338i/118041.jpg,https://www.goodreads.com/book/show/118041.A_Day_No_Pigs_Would_Die
Hyenas,Joe R. Lansdale,736,3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358959741i/11803473.jpg,https://www.goodreads.com/book/show/11803473-hyenas
Wunderkind,Nikolai Grozni,375,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344396881i/11804258.jpg,https://www.goodreads.com/book/show/11804258-wunderkind
The Silver Brumby,Elyne Mitchell,"3,085",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1372120818i/1180574.jpg,https://www.goodreads.com/book/show/1180574.The_Silver_Brumby
Hidden Gem,India Lee,"2,253",3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308848433i/11805383.jpg,https://www.goodreads.com/book/show/11805383-hidden-gem
Number 13,M.G. Wells,266,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421711220i/11805486.jpg,https://www.goodreads.com/book/show/11805486-number-13
Master of the Five Magics,Lyndon Hardy,"5,425",3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1301534700i/1180618.jpg,https://www.goodreads.com/book/show/1180618.Master_of_the_Five_Magics
Dead Harvest,Chris F. Holm,"1,517",3.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318274661i/11806282.jpg,https://www.goodreads.com/book/show/11806282-dead-harvest
The Cove,Ron Rash,"12,164",3.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1340737438i/11807189.jpg,https://www.goodreads.com/book/show/11807189-the-cove
Dig Your Well Before You're Thirsty: The Only Networking Book You'll Ever Need,Harvey MacKay,"1,703",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320530696i/118076.jpg,https://www.goodreads.com/book/show/118076.Dig_Your_Well_Before_You_re_Thirsty
Blackout,Mira Grant,"23,264",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1317680509i/11806716.jpg,https://www.goodreads.com/book/show/11806716-blackout
Maid for Love,Marie Force,"26,358",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1402425002i/11808919.jpg,https://www.goodreads.com/book/show/11808919-maid-for-love
Sweet Evil,Wendy Higgins,"77,530",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1337613719i/11808950.jpg,https://www.goodreads.com/book/show/11808950-sweet-evil
Julia Roberts. 'Pretty Woman',Meinolf Zurhorst,44,3.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181689831i/1180998.jpg,https://www.goodreads.com/book/show/1180998.Julia_Roberts_Pretty_Woman_
"Goodbye, Paper Doll",Anne Snyder,202,3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1239058302i/1180950.jpg,https://www.goodreads.com/book/show/1180950.Goodbye_Paper_Doll
A Witch's Legacy,Catherine Anne Collins,4,3.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328054831i/11812166.jpg,https://www.goodreads.com/book/show/11812166-a-witch-s-legacy
A Girl Named Willow Krimble,Giuseppe Bianco,68,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308800380i/11809389.jpg,https://www.goodreads.com/book/show/11809389-a-girl-named-willow-krimble
"My Name Is Davy, I'm an Alcoholic",Anne Snyder,88,3.64,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1411622626i/1180955.jpg,https://www.goodreads.com/book/show/1180955.My_Name_Is_Davy_I_m_an_Alcoholic
Sunrise on the Mediterranean,Suzanne Frank,499,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181691134i/1181197.jpg,https://www.goodreads.com/book/show/1181197.Sunrise_on_the_Mediterranean
Twilight in Babylon,Suzanne Frank,388,3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389413304i/1181219.jpg,https://www.goodreads.com/book/show/1181219.Twilight_in_Babylon
The Camp of the Saints,Jean Raspail,"1,561",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451509595i/1181058.jpg,https://www.goodreads.com/book/show/1181058.The_Camp_of_the_Saints
if [tribe] =: The Bridge Chronicles Book 3,Gary Ballard,86,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347886223i/11813200.jpg,https://www.goodreads.com/book/show/11813200-if-tribe
The First Lady of Fleet Street: The Life of Rachel Beer: Crusading Heiress and Newspaper Pioneer,Eilat Negev,65,3.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328346644i/11812815.jpg,https://www.goodreads.com/book/show/11812815-the-first-lady-of-fleet-street
A Song in My Heart - Including CD with Original Musical Score,Roma Calatayud-Stocks,53,3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348082221i/11813450.jpg,https://www.goodreads.com/book/show/11813450-a-song-in-my-heart---including-cd-with-original-musical-score
Blind Sided,Cheryl Leigh,421,3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331531769i/11814092.jpg,https://www.goodreads.com/book/show/11814092-blind-sided
"After Dark, My Sweet",Jim Thompson,"4,549",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171747933i/118147.jpg,https://www.goodreads.com/book/show/118147.After_Dark_My_Sweet
Pop. 1280,Jim Thompson,"11,314",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417293922i/118149.jpg,https://www.goodreads.com/book/show/118149.Pop_1280
The Stalker Chronicles,Carley Moore,338,3.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316740124i/11815016.jpg,https://www.goodreads.com/book/show/11815016-the-stalker-chronicles
Portal 2: Lab Rat,Ted Kosmatka,624,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308850884i/11815263.jpg,https://www.goodreads.com/book/show/11815263-portal-2
All That I Am,Anna Funder,"10,055",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327925839i/11815113.jpg,https://www.goodreads.com/book/show/11815113-all-that-i-am
Torn Thread,Anne Isaacs,"2,143",4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328860153i/1181520.jpg,https://www.goodreads.com/book/show/1181520.Torn_Thread
Trail of Hope,Dan Vanderburg,2,5.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348253830i/11818419.jpg,https://www.goodreads.com/book/show/11818419-trail-of-hope
Antiquity Calais Ascending Olympus,Jim Henry,6,4.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353505598i/11819672.jpg,https://www.goodreads.com/book/show/11819672-antiquity-calais-ascending-olympus
The Venetian Mask,Rosalind Laker,"1,657",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1411634479i/1181796.jpg,https://www.goodreads.com/book/show/1181796.The_Venetian_Mask
Traphis: A Wizard's Tale,James D. Maxon,184,3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327931809i/11819066.jpg,https://www.goodreads.com/book/show/11819066-traphis
The Lantern,Deborah Lawrenson,"5,073",3.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328098851i/11818277.jpg,https://www.goodreads.com/book/show/11818277-the-lantern
Desires Unleashed,D.N. Simmons,344,3.42,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336105398i/11819303.jpg,https://www.goodreads.com/book/show/11819303-desires-unleashed
The Lucy Variations,Sara Zarr,"5,049",3.56,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1373774214i/11819981.jpg,https://www.goodreads.com/book/show/11819981-the-lucy-variations
Luck of the Devil,Patricia Eimer,166,3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318278216i/11819201.jpg,https://www.goodreads.com/book/show/11819201-luck-of-the-devil
Judge,Karen Traviss,563,3.94,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347723533i/1182018.jpg,https://www.goodreads.com/book/show/1182018.Judge
