list_name,list_link
Books Which Will Blow Your Head Away,https://www.goodreads.com/list/show/25099.Books_Which_Will_Blow_Your_Head_Away
"""New Adult"" Dark & Gritty and SO worth it",https://www.goodreads.com/list/show/17879._New_Adult_Dark_Gritty_and_SO_worth_it
Fantasy/Science Fiction Books with Strong Female Characters,https://www.goodreads.com/list/show/18450.Fantasy_Science_Fiction_Books_with_Strong_Female_Characters
Stalk Worthy Release Dates!,https://www.goodreads.com/list/show/36333.Stalk_Worthy_Release_Dates_
Best Nora Roberts Novels,https://www.goodreads.com/list/show/1521.Best_Nora_Roberts_Novels
Best Agatha Christie Book,https://www.goodreads.com/list/show/2126.Best_Agatha_Christie_Book
"Most Controversial ""Dark Romance""",https://www.goodreads.com/list/show/41581.Most_Controversial_Dark_Romance_
Best Free eBooks,https://www.goodreads.com/list/show/9592.Best_Free_eBooks_
YA Debuts 2012,https://www.goodreads.com/list/show/9748.YA_Debuts_2012
Anticipated 2020 Literary Fiction,https://www.goodreads.com/list/show/138957.Anticipated_2020_Literary_Fiction
Self-help and advice,https://www.goodreads.com/list/show/14858.Self_help_and_advice
Best Erotic Scifi Romance,https://www.goodreads.com/list/show/7676.Best_Erotic_Scifi_Romance
Paranormal Books for 2012!,https://www.goodreads.com/list/show/11784.Paranormal_Books_for_2012_
Diversity in Young Adult and Middle Grade,https://www.goodreads.com/list/show/16026.Diversity_in_Young_Adult_and_Middle_Grade
Amazon Kindle Unlimited Must Reads,https://www.goodreads.com/list/show/76823.Amazon_Kindle_Unlimited_Must_Reads
Newbery 2013,https://www.goodreads.com/list/show/15844.Newbery_2013
Thieves,https://www.goodreads.com/list/show/876.Thieves
Best Hockey Romance,https://www.goodreads.com/list/show/10187.Best_Hockey_Romance
Books I wish I had never read,https://www.goodreads.com/list/show/2850.Books_I_wish_I_had_never_read
Best Alternate History Novels and Stories,https://www.goodreads.com/list/show/300.Best_Alternate_History_Novels_and_Stories
I Honestly LOL'd,https://www.goodreads.com/list/show/20515.I_Honestly_LOL_d
I Fell In Love With The Man Or Men Of These Books!,https://www.goodreads.com/list/show/9742.I_Fell_In_Love_With_The_Man_Or_Men_Of_These_Books_
The Most Popular Fantasy on Goodreads,https://www.goodreads.com/list/show/35857.The_Most_Popular_Fantasy_on_Goodreads
Upcoming YA Novels of 2014,https://www.goodreads.com/list/show/18504.Upcoming_YA_Novels_of_2014
Hottest Romance/Erotica Covers,https://www.goodreads.com/list/show/531.Hottest_Romance_Erotica_Covers
Wanderlust,https://www.goodreads.com/list/show/38098.Wanderlust
Healing & Spirituality,https://www.goodreads.com/list/show/115.Healing_Spirituality
Best Dystopian Fiction of All Time,https://www.goodreads.com/list/show/14541.Best_Dystopian_Fiction_of_All_Time
Ten Best Crime/Mystery/Thrillers,https://www.goodreads.com/list/show/19734.Ten_Best_Crime_Mystery_Thrillers
New Adult 2014 Releases,https://www.goodreads.com/list/show/41688.New_Adult_2014_Releases
Best Heroic Fantasy,https://www.goodreads.com/list/show/299.Best_Heroic_Fantasy
Entertaining Books For Teens! :),https://www.goodreads.com/list/show/10872.Entertaining_Books_For_Teens_
Hottest Erotic Romance Books!,https://www.goodreads.com/list/show/39154.Hottest_Erotic_Romance_Books_
Best Children's Fantasy,https://www.goodreads.com/list/show/461.Best_Children_s_Fantasy
Best Non Fiction About Music,https://www.goodreads.com/list/show/544.Best_Non_Fiction_About_Music
2022 Contemporary Romance Releases,https://www.goodreads.com/list/show/163035.2022_Contemporary_Romance_Releases
Best Books on Rock and Roll,https://www.goodreads.com/list/show/613.Best_Books_on_Rock_and_Roll
Best Reads of the Holiday Season,https://www.goodreads.com/list/show/14116.Best_Reads_of_the_Holiday_Season
Your Top 5 Reads in 2014,https://www.goodreads.com/list/show/47698.Your_Top_5_Reads_in_2014
New Series (2015),https://www.goodreads.com/list/show/76897.New_Series_2015_
FREE Ebooks For Teens,https://www.goodreads.com/list/show/23017.FREE_Ebooks_For_Teens
Best M/M Contemporary Books of 2015,https://www.goodreads.com/list/show/84384.Best_M_M_Contemporary_Books_of_2015
Favorite Historical Western Romance Novels,https://www.goodreads.com/list/show/1807.Favorite_Historical_Western_Romance_Novels
Best Technothrillers Ever,https://www.goodreads.com/list/show/24177.Best_Technothrillers_Ever
Books that most influenced you,https://www.goodreads.com/list/show/10962.Books_that_most_influenced_you
Best Smut Books,https://www.goodreads.com/list/show/5535.Best_Smut_Books
2016 Romances You Don't Want To Miss,https://www.goodreads.com/list/show/94512.2016_Romances_You_Don_t_Want_To_Miss
September 2019 Most-Anticipated Romances,https://www.goodreads.com/list/show/134511.September_2019_Most_Anticipated_Romances
MC Romance,https://www.goodreads.com/list/show/72074.MC_Romance
Cheap Kindle Books Worth Reading,https://www.goodreads.com/list/show/15848.Cheap_Kindle_Books_Worth_Reading
May 2022 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/166760.May_2022_Most_Anticipated_Romance_Releases
2012 YA Contemporary Challenge!,https://www.goodreads.com/list/show/14734.2012_YA_Contemporary_Challenge_
Favorite Christian Books,https://www.goodreads.com/list/show/368.Favorite_Christian_Books
Best Star Wars Books,https://www.goodreads.com/list/show/494.Best_Star_Wars_Books
"YA Novels 2019 - Teen Content, Teen characters (Check the comments)",https://www.goodreads.com/list/show/128753.YA_Novels_2019_Teen_Content_Teen_characters_Check_the_comments_
MAY 2018 Most Anticipated ROMANCES,https://www.goodreads.com/list/show/121420.MAY_2018_Most_Anticipated_ROMANCES
Best Humorous Historical Romances,https://www.goodreads.com/list/show/15428.Best_Humorous_Historical_Romances
"Best ""World"" Mysteries, Thrillers, Detectives, and Suspense...",https://www.goodreads.com/list/show/9797.Best_World_Mysteries_Thrillers_Detectives_and_Suspense_
Werewolves,https://www.goodreads.com/list/show/10268.Werewolves
Boarding School Stories,https://www.goodreads.com/list/show/248.Boarding_School_Stories
Books with Virgin Heroes,https://www.goodreads.com/list/show/1661.Books_with_Virgin_Heroes
The Best British Crime/Mystery Fiction,https://www.goodreads.com/list/show/1411.The_Best_British_Crime_Mystery_Fiction
Best Gay Cops/ Security Guards/P.I.'s,https://www.goodreads.com/list/show/2531.Best_Gay_Cops_Security_Guards_P_I_s_
July 2022 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/166995.July_2022_Most_Anticipated_Romance_Releases
Summer Must Reads,https://www.goodreads.com/list/show/2376.Summer_Must_Reads
Superhero Fiction,https://www.goodreads.com/list/show/399.Superhero_Fiction
Best Short Stories,https://www.goodreads.com/list/show/1139.Best_Short_Stories
Top Fast-Paced Mystery,https://www.goodreads.com/list/show/44633.Top_Fast_Paced_Mystery
December 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/160372.December_2021_Most_Anticipated_Romance_Releases
Holidays,https://www.goodreads.com/list/show/15572.Holidays
Romantic Suspense Full of Action,https://www.goodreads.com/list/show/2432.Romantic_Suspense_Full_of_Action
Best Scandinavian and Nordic Literature,https://www.goodreads.com/list/show/1318.Best_Scandinavian_and_Nordic_Literature
Humorous Memoirs and Non-Fiction,https://www.goodreads.com/list/show/646.Humorous_Memoirs_and_Non_Fiction
Required Reading in High School,https://www.goodreads.com/list/show/478.Required_Reading_in_High_School
Epic Fantasy Romance,https://www.goodreads.com/list/show/36509.Epic_Fantasy_Romance
Fall 2011 - Books to Check Out,https://www.goodreads.com/list/show/12090.Fall_2011_Books_to_Check_Out
What we've read so far in 2016,https://www.goodreads.com/list/show/95066.What_we_ve_read_so_far_in_2016
Best of Cyberpunk,https://www.goodreads.com/list/show/487.Best_of_Cyberpunk
Books for twelve-year-old children,https://www.goodreads.com/list/show/447.Books_for_twelve_year_old_children
Books You Can't Live Without,https://www.goodreads.com/list/show/375.Books_You_Can_t_Live_Without
Best of William Shakespeare,https://www.goodreads.com/list/show/495.Best_of_William_Shakespeare
Best Books of the Decade: 1930s,https://www.goodreads.com/list/show/85.Best_Books_of_the_Decade_1930s
Tales of New York City,https://www.goodreads.com/list/show/183.Tales_of_New_York_City_
DYING TO READ,https://www.goodreads.com/list/show/77892.DYING_TO_READ
Arabic Books: That Should Be Read More Than Once!,https://www.goodreads.com/list/show/3873.Arabic_Books_That_Should_Be_Read_More_Than_Once_
Books I Kind of Wanted to Snuggle After Reading,https://www.goodreads.com/list/show/42630.Books_I_Kind_of_Wanted_to_Snuggle_After_Reading
Best Gay BDSM,https://www.goodreads.com/list/show/2539.Best_Gay_BDSM
BEST MOTIVATIONAL/INSPIRATIONAL BOOKS,https://www.goodreads.com/list/show/20142.BEST_MOTIVATIONAL_INSPIRATIONAL_BOOKS
favorite non-fiction,https://www.goodreads.com/list/show/465.favorite_non_fiction
Best NEW ADULT books,https://www.goodreads.com/list/show/28224.Best_NEW_ADULT_books
Best Environmental Books,https://www.goodreads.com/list/show/1526.Best_Environmental_Books
BEST BOOKS EVER!,https://www.goodreads.com/list/show/4591.BEST_BOOKS_EVER_
Best Books of 2007,https://www.goodreads.com/list/show/29.Best_Books_of_2007
YA Short Stories and Novellas,https://www.goodreads.com/list/show/17424.YA_Short_Stories_and_Novellas
Best Plays Ever,https://www.goodreads.com/list/show/468.Best_Plays_Ever
Best of r/RomanceBooks Recommendations,https://www.goodreads.com/list/show/152277.Best_of_r_RomanceBooks_Recommendations
December 2018 Most-Anticipated Romances,https://www.goodreads.com/list/show/128700.December_2018_Most_Anticipated_Romances
"Indie Novellas, Novelettes, and Short Stories",https://www.goodreads.com/list/show/17434.Indie_Novellas_Novelettes_and_Short_Stories
Books That You Will Never Forget,https://www.goodreads.com/list/show/3889.Books_That_You_Will_Never_Forget
6 Star Books,https://www.goodreads.com/list/show/38221.6_Star_Books
I have Loved you for years....,https://www.goodreads.com/list/show/35444.I_have_Loved_you_for_years_
Different Takes on Religion & Spirituality,https://www.goodreads.com/list/show/240.Different_Takes_on_Religion_Spirituality
The Grimdarks,https://www.goodreads.com/list/show/35446.The_Grimdarks
YA Debuts 2011,https://www.goodreads.com/list/show/8896.YA_Debuts_2011
Romance with hero/heroine are athletes,https://www.goodreads.com/list/show/17875.Romance_with_hero_heroine_are_athletes
2013 Debut Authors (Young Adult & Middle Grade),https://www.goodreads.com/list/show/26227.2013_Debut_Authors_Young_Adult_Middle_Grade_
Favorite Historical Mystery Series,https://www.goodreads.com/list/show/5075.Favorite_Historical_Mystery_Series
Best Adult Female Friendship Books,https://www.goodreads.com/list/show/1758.Best_Adult_Female_Friendship_Books
كتب تنصح غيرك بقرائتها,https://www.goodreads.com/list/show/19089._
Angels & Demons,https://www.goodreads.com/list/show/12606.Angels_Demons
The Ultimate Bad Boy/ Rock Star List,https://www.goodreads.com/list/show/25674.The_Ultimate_Bad_Boy_Rock_Star_List
Literary Historical Fiction,https://www.goodreads.com/list/show/18875.Literary_Historical_Fiction
Favorite Unpublished M/M Stories,https://www.goodreads.com/list/show/6948.Favorite_Unpublished_M_M_Stories
Male characters we DESPERATELY wish were real!,https://www.goodreads.com/list/show/10474.Male_characters_we_DESPERATELY_wish_were_real_
January 2023 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/172403.January_2023_Most_Anticipated_Romance_Releases
Best Adult Science Fiction Romance & Science Fiction with Romance,https://www.goodreads.com/list/show/15867.Best_Adult_Science_Fiction_Romance_Science_Fiction_with_Romance
True Stand Alones Worth Reading,https://www.goodreads.com/list/show/38205.True_Stand_Alones_Worth_Reading
Most Brilliant Historical Novels in the past 45 yrs,https://www.goodreads.com/list/show/26467.Most_Brilliant_Historical_Novels_in_the_past_45_yrs
Best YA Chicklit,https://www.goodreads.com/list/show/654.Best_YA_Chicklit
Best Fantasy and Sci-Fi Books for Teens,https://www.goodreads.com/list/show/2693.Best_Fantasy_and_Sci_Fi_Books_for_Teens
Best Supernatural Series,https://www.goodreads.com/list/show/25386.Best_Supernatural_Series
Best chicklit,https://www.goodreads.com/list/show/779.Best_chicklit
"Dark, twisted, abusive romance | 2013-2015",https://www.goodreads.com/list/show/46786.Dark_twisted_abusive_romance_2013_2015
Best Books of All Time for Teens,https://www.goodreads.com/list/show/1670.Best_Books_of_All_Time_for_Teens
Self-Pub or Indie Books Worth the Read,https://www.goodreads.com/list/show/37072.Self_Pub_or_Indie_Books_Worth_the_Read
Best Cookbooks,https://www.goodreads.com/list/show/185.Best_Cookbooks
Highly Anticipated NA Books of 2013,https://www.goodreads.com/list/show/29670.Highly_Anticipated_NA_Books_of_2013
Best Comedic Science Ficttion Books,https://www.goodreads.com/list/show/569.Best_Comedic_Science_Ficttion_Books
Best Adult Comedy,https://www.goodreads.com/list/show/127844.Best_Adult_Comedy
Villain Gets the Girl,https://www.goodreads.com/list/show/27015.Villain_Gets_the_Girl
December 2019 Most-Anticipated Romances,https://www.goodreads.com/list/show/139350.December_2019_Most_Anticipated_Romances
Best Gay Friends Become Lovers,https://www.goodreads.com/list/show/3329.Best_Gay_Friends_Become_Lovers
Top Self-published Erotica,https://www.goodreads.com/list/show/19681.Top_Self_published_Erotica
Little-Known Gems,https://www.goodreads.com/list/show/10556.Little_Known_Gems
Best Pre Teen Female Fantasy Novels,https://www.goodreads.com/list/show/636.Best_Pre_Teen_Female_Fantasy_Novels
Best M/M With An Actual Story,https://www.goodreads.com/list/show/30780.Best_M_M_With_An_Actual_Story
Anxiously Awaiting for 2013 Release!,https://www.goodreads.com/list/show/29211.Anxiously_Awaiting_for_2013_Release_
Top 100 most popular PNR/UF series,https://www.goodreads.com/list/show/13193.Top_100_most_popular_PNR_UF_series
February 2019 Most Anticipated Romances,https://www.goodreads.com/list/show/130165.February_2019_Most_Anticipated_Romances
Middle Grade Novels of 2014,https://www.goodreads.com/list/show/45626.Middle_Grade_Novels_of_2014
Military Science Fiction,https://www.goodreads.com/list/show/3414.Military_Science_Fiction
Supernatural Heroines w/ Romance,https://www.goodreads.com/list/show/1435.Supernatural_Heroines_w_Romance
Best Canadian Literature,https://www.goodreads.com/list/show/2702.Best_Canadian_Literature
Best Children's Books Most People Haven't Heard of...,https://www.goodreads.com/list/show/5313.Best_Children_s_Books_Most_People_Haven_t_Heard_of_
Best British and Irish Literature,https://www.goodreads.com/list/show/1339.Best_British_and_Irish_Literature
Military Romance and Fiction,https://www.goodreads.com/list/show/5757.Military_Romance_and_Fiction
The Best Epic Love Stories,https://www.goodreads.com/list/show/8258.The_Best_Epic_Love_Stories
Bad Boys You'd Bang,https://www.goodreads.com/list/show/7885.Bad_Boys_You_d_Bang
2012 YA & MG Debut Authors: The Apocalypsies!,https://www.goodreads.com/list/show/10483.2012_YA_MG_Debut_Authors_The_Apocalypsies_
Kindle reads for Christmas,https://www.goodreads.com/list/show/7414.Kindle_reads_for_Christmas
1001 Children's Books You Must Read Before You Grow Up,https://www.goodreads.com/list/show/3647.1001_Children_s_Books_You_Must_Read_Before_You_Grow_Up
Best Science Fiction Series,https://www.goodreads.com/list/show/2486.Best_Science_Fiction_Series
Ultimate Backpacking Novels,https://www.goodreads.com/list/show/1616.Ultimate_Backpacking_Novels
2014 Releases,https://www.goodreads.com/list/show/15691.2014_Releases
Best Audiobooks,https://www.goodreads.com/list/show/426.Best_Audiobooks
Weirdest Books Ever,https://www.goodreads.com/list/show/425.Weirdest_Books_Ever
r/fantasy's Official Underrated and Underread Fantasy,https://www.goodreads.com/list/show/74283.r_fantasy_s_Official_Underrated_and_Underread_Fantasy
Middle Grade Novels of 2015,https://www.goodreads.com/list/show/46301.Middle_Grade_Novels_of_2015
Books with Best Chemistry Between Characters,https://www.goodreads.com/list/show/24108.Books_with_Best_Chemistry_Between_Characters
Best Indie Books to Read in 2012,https://www.goodreads.com/list/show/15643.Best_Indie_Books_to_Read_in_2012
Best Weird Fiction Books,https://www.goodreads.com/list/show/16961.Best_Weird_Fiction_Books
YA Novels of 2023,https://www.goodreads.com/list/show/117462.YA_Novels_of_2023
"Funniest, Sexiest Books of 2013",https://www.goodreads.com/list/show/46566.Funniest_Sexiest_Books_of_2013
Favorite Books You Recommend,https://www.goodreads.com/list/show/15927.Favorite_Books_You_Recommend_
A Buddhist Reading List,https://www.goodreads.com/list/show/26.A_Buddhist_Reading_List
100 Best Lesbian Fiction & Memoir Books Of All Time,https://www.goodreads.com/list/show/27443.100_Best_Lesbian_Fiction_Memoir_Books_Of_All_Time_
Best Mystery/Thriller/Suspense Novels Of 2011,https://www.goodreads.com/list/show/10635.Best_Mystery_Thriller_Suspense_Novels_Of_2011
Latin American Fiction,https://www.goodreads.com/list/show/186.Latin_American_Fiction
Summer Page Turners,https://www.goodreads.com/list/show/11574.Summer_Page_Turners
The Best Books about Elves or Faeries,https://www.goodreads.com/list/show/1728.The_Best_Books_about_Elves_or_Faeries
Fearless Females,https://www.goodreads.com/list/show/4810.Fearless_Females
