list_name,list_link
Best Biographies,https://www.goodreads.com/list/show/29013.Best_Biographies_
Dystopia!,https://www.goodreads.com/list/show/563.Dystopia_
Best Historical Fiction of the 21st Century,https://www.goodreads.com/list/show/91.Best_Historical_Fiction_of_the_21st_Century
Best Historical Fiction Books that Are Actually Historical Fiction,https://www.goodreads.com/list/show/7483.Best_Historical_Fiction_Books_that_Are_Actually_Historical_Fiction
Best Science Fiction With a Female Protagonist,https://www.goodreads.com/list/show/1301.Best_Science_Fiction_With_a_Female_Protagonist
Well-Written Holocaust Books,https://www.goodreads.com/list/show/1720.Well_Written_Holocaust_Books
100 Science Fiction & Fantasy Books to Read in a Lifetime: Readers' Picks,https://www.goodreads.com/list/show/92524.100_Science_Fiction_Fantasy_Books_to_Read_in_a_Lifetime_Readers_Picks
Self-Published Young Adult Books,https://www.goodreads.com/list/show/6674.Self_Published_Young_Adult_Books
Best Feminist Fiction,https://www.goodreads.com/list/show/46.Best_Feminist_Fiction
أفضل الكتب العربية الصادرة في 2012,https://www.goodreads.com/list/show/27123._2012
Best Audiobooks Ever,https://www.goodreads.com/list/show/130.Best_Audiobooks_Ever
Best Books of 2016,https://www.goodreads.com/list/show/95160.Best_Books_of_2016
Best Romantic Suspense,https://www.goodreads.com/list/show/280.Best_Romantic_Suspense
March 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/151001.March_2021_Most_Anticipated_Romance_Releases
Best enemies to lovers,https://www.goodreads.com/list/show/73396.Best_enemies_to_lovers
New Speculative Fiction Stars,https://www.goodreads.com/list/show/1131.New_Speculative_Fiction_Stars
"Non-Caucasian Protagonists in Science Fiction, Fantasy, Horror, and Paranormal Romance",https://www.goodreads.com/list/show/11395.Non_Caucasian_Protagonists_in_Science_Fiction_Fantasy_Horror_and_Paranormal_Romance
Best Christian Fiction,https://www.goodreads.com/list/show/463.Best_Christian_Fiction
What we've read so far in 2013...,https://www.goodreads.com/list/show/29538.What_we_ve_read_so_far_in_2013_
Best Chick-Lit I've Ever Read,https://www.goodreads.com/list/show/11239.Best_Chick_Lit_I_ve_Ever_Read
Taboo Reads,https://www.goodreads.com/list/show/27510.Taboo_Reads
Best Self Help Books,https://www.goodreads.com/list/show/691.Best_Self_Help_Books
Cozy Mystery Series - First Book of a Series,https://www.goodreads.com/list/show/702.Cozy_Mystery_Series_First_Book_of_a_Series
Bikers,https://www.goodreads.com/list/show/45209.Bikers
Most Anticipated Romance Novels of 2020,https://www.goodreads.com/list/show/126862.Most_Anticipated_Romance_Novels_of_2020
Most Anticipated Books of 2017,https://www.goodreads.com/list/show/95389.Most_Anticipated_Books_of_2017
Young Adult THRILLERS.,https://www.goodreads.com/list/show/164773.Young_Adult_THRILLERS_
Best Covers of 2014,https://www.goodreads.com/list/show/47837.Best_Covers_of_2014
The Five Books I Would Require If I Taught an English Literature Class,https://www.goodreads.com/list/show/1168.The_Five_Books_I_Would_Require_If_I_Taught_an_English_Literature_Class
Bad boys meet the virgins,https://www.goodreads.com/list/show/8011.Bad_boys_meet_the_virgins
My Dream Leading Men...,https://www.goodreads.com/list/show/3515.My_Dream_Leading_Men_
Best Young Adult Dystopian Novels,https://www.goodreads.com/list/show/12408.Best_Young_Adult_Dystopian_Novels
Is It Just Me? Books You Disliked That Everyone Else Seems To Love,https://www.goodreads.com/list/show/19570.Is_It_Just_Me_Books_You_Disliked_That_Everyone_Else_Seems_To_Love
Best Indian Fiction Books,https://www.goodreads.com/list/show/4098.Best_Indian_Fiction_Books
Best Young Adult Books EVER.,https://www.goodreads.com/list/show/164770.Best_Young_Adult_Books_EVER_
Foreign Lands,https://www.goodreads.com/list/show/546.Foreign_Lands
YA Novels of 2021,https://www.goodreads.com/list/show/113013.YA_Novels_of_2021
May 2020 Most-Anticipated Romances,https://www.goodreads.com/list/show/144341.May_2020_Most_Anticipated_Romances
Best Young Adult book THIS century,https://www.goodreads.com/list/show/164771.Best_Young_Adult_book_THIS_century
Best Cozy Mystery Series,https://www.goodreads.com/list/show/3810.Best_Cozy_Mystery_Series
Favorite Erotic Romance,https://www.goodreads.com/list/show/320.Favorite_Erotic_Romance
Best Poetry Books,https://www.goodreads.com/list/show/36.Best_Poetry_Books
Can't Wait Books of 2020,https://www.goodreads.com/list/show/130196.Can_t_Wait_Books_of_2020
Best Southern Literature,https://www.goodreads.com/list/show/58.Best_Southern_Literature
2014 Romantic Releases (Jan-May),https://www.goodreads.com/list/show/45366.2014_Romantic_Releases_Jan_May_
Books That Made Me Laugh Out Loud,https://www.goodreads.com/list/show/4186.Books_That_Made_Me_Laugh_Out_Loud
Best Lesbian Fiction,https://www.goodreads.com/list/show/4541.Best_Lesbian_Fiction
YA Books that TEACH your kids something.,https://www.goodreads.com/list/show/164772.YA_Books_that_TEACH_your_kids_something_
Best Fantasy Books with Gay  Main Characters,https://www.goodreads.com/list/show/3948.Best_Fantasy_Books_with_Gay_Main_Characters
Books I Have Every Intention Of Reading This Year,https://www.goodreads.com/list/show/1904.Books_I_Have_Every_Intention_Of_Reading_This_Year
Supernatural Romance,https://www.goodreads.com/list/show/1026.Supernatural_Romance
Best Books of 2010,https://www.goodreads.com/list/show/3957.Best_Books_of_2010
Most Anticipated Romance Books of 2020,https://www.goodreads.com/list/show/133296.Most_Anticipated_Romance_Books_of_2020
New Series (2013),https://www.goodreads.com/list/show/19776.New_Series_2013_
Recommended Thriller/Suspense,https://www.goodreads.com/list/show/22553.Recommended_Thriller_Suspense
Dragons,https://www.goodreads.com/list/show/583.Dragons
2012 YA Contemporaries,https://www.goodreads.com/list/show/12214.2012_YA_Contemporaries
Historical Fiction 2013,https://www.goodreads.com/list/show/23965.Historical_Fiction_2013
Best Teen Girl Books,https://www.goodreads.com/list/show/1816.Best_Teen_Girl_Books
October 2018 Most-Anticipated Romances,https://www.goodreads.com/list/show/126354.October_2018_Most_Anticipated_Romances
SCARS ARE SEXY- Books with imperfect/disfigured/disabled heroes,https://www.goodreads.com/list/show/9459.SCARS_ARE_SEXY_Books_with_imperfect_disfigured_disabled_heroes
Microhistory: Social Histories of Just One Thing,https://www.goodreads.com/list/show/1058.Microhistory_Social_Histories_of_Just_One_Thing
The Ultimate List of Fighter Romance,https://www.goodreads.com/list/show/35978.The_Ultimate_List_of_Fighter_Romance_
2014 Paranormal Romance/Urban Fantasy (July - December),https://www.goodreads.com/list/show/31151.2014_Paranormal_Romance_Urban_Fantasy_July_December_
Can't Wait Sci-Fi/Fantasy of 2014,https://www.goodreads.com/list/show/38755.Can_t_Wait_Sci_Fi_Fantasy_of_2014
Funniest Novels of All Time,https://www.goodreads.com/list/show/5447.Funniest_Novels_of_All_Time
Best Books for Reluctant Readers,https://www.goodreads.com/list/show/488.Best_Books_for_Reluctant_Readers
I Don't Understand All That Fuss,https://www.goodreads.com/list/show/9322.I_Don_t_Understand_All_That_Fuss
Collections of Short Stories,https://www.goodreads.com/list/show/227.Collections_of_Short_Stories
Kick-Butt Heroines,https://www.goodreads.com/list/show/3927.Kick_Butt_Heroines
Indian Books - Fiction,https://www.goodreads.com/list/show/10381.Indian_Books_Fiction
Best Indie YA/New Adult Books,https://www.goodreads.com/list/show/22924.Best_Indie_YA_New_Adult_Books
Thickest Books Ever,https://www.goodreads.com/list/show/8.Thickest_Books_Ever
Best Books With Witches,https://www.goodreads.com/list/show/11296.Best_Books_With_Witches
Books about Faery,https://www.goodreads.com/list/show/2512.Books_about_Faery
Winter Reads,https://www.goodreads.com/list/show/7522.Winter_Reads
Can't Wait Books of 2021,https://www.goodreads.com/list/show/138370.Can_t_Wait_Books_of_2021
Best Erotica,https://www.goodreads.com/list/show/4993.Best_Erotica
Best Books About Mythology,https://www.goodreads.com/list/show/432.Best_Books_About_Mythology
Best American History Books,https://www.goodreads.com/list/show/290.Best_American_History_Books
2014 Paranormal Romance/Urban Fantasy (January - June),https://www.goodreads.com/list/show/30399.2014_Paranormal_Romance_Urban_Fantasy_January_June_
Goodreads Choice Awards 2018 (eligible for write-in only),https://www.goodreads.com/list/show/116013.Goodreads_Choice_Awards_2018_eligible_for_write_in_only_
Historical Fiction 2014,https://www.goodreads.com/list/show/39839.Historical_Fiction_2014
You're  Crazy if You Haven't Read This Yet,https://www.goodreads.com/list/show/18078.You_re_Crazy_if_You_Haven_t_Read_This_Yet
2014 Romantic Releases (June-September)),https://www.goodreads.com/list/show/52657.2014_Romantic_Releases_June_September_
July 2020 Most-Anticipated Romances,https://www.goodreads.com/list/show/147267.July_2020_Most_Anticipated_Romances
Forthcoming Books,https://www.goodreads.com/list/show/42835.Forthcoming_Books
Books You Want Everyone to Know About,https://www.goodreads.com/list/show/1617.Books_You_Want_Everyone_to_Know_About
Best Books of the Decade: 1980s,https://www.goodreads.com/list/show/9.Best_Books_of_the_Decade_1980s
PBS’s The Great American Read: List of America’s Top 100 Books,https://www.goodreads.com/list/show/123237.PBS_s_The_Great_American_Read_List_of_America_s_Top_100_Books
best kindle romance books,https://www.goodreads.com/list/show/14502.best_kindle_romance_books
August 2020 Most Anticipated Romances,https://www.goodreads.com/list/show/144581.August_2020_Most_Anticipated_Romances
YA Debuts 2013,https://www.goodreads.com/list/show/12392.YA_Debuts_2013
My Favourite Historical Romance,https://www.goodreads.com/list/show/600.My_Favourite_Historical_Romance
Kindle Unlimited Fantasy and Science Fiction Favorites,https://www.goodreads.com/list/show/84042.Kindle_Unlimited_Fantasy_and_Science_Fiction_Favorites
Best Beach Reads 2015,https://www.goodreads.com/list/show/87711.Best_Beach_Reads_2015
Top Romances Of 2015,https://www.goodreads.com/list/show/86281.Top_Romances_Of_2015
Fifty Shades Support Group - Book Recommendations,https://www.goodreads.com/list/show/18503.Fifty_Shades_Support_Group_Book_Recommendations
Books for 2009,https://www.goodreads.com/list/show/817.Books_for_2009
September 2020 Most Anticipated Romances,https://www.goodreads.com/list/show/148021.September_2020_Most_Anticipated_Romances_
Highly Anticipated Romances Releasing in June 2020.,https://www.goodreads.com/list/show/145069.Highly_Anticipated_Romances_Releasing_in_June_2020_
September 2018 Most-Anticipated Romances,https://www.goodreads.com/list/show/124666.September_2018_Most_Anticipated_Romances
Strong Heroine Series,https://www.goodreads.com/list/show/1619.Strong_Heroine_Series
Great Indie Novels,https://www.goodreads.com/list/show/16752.Great_Indie_Novels
Best Non-fiction War Books,https://www.goodreads.com/list/show/824.Best_Non_fiction_War_Books
Best Books of THIS Century.,https://www.goodreads.com/list/show/164376.Best_Books_of_THIS_Century_
2014 Must Reads,https://www.goodreads.com/list/show/47810.2014_Must_Reads
2014♥ cant wait!,https://www.goodreads.com/list/show/39186.2014_cant_wait_
Books that should get more attention,https://www.goodreads.com/list/show/4836.Books_that_should_get_more_attention
Most Under-rated Science Fiction,https://www.goodreads.com/list/show/549.Most_Under_rated_Science_Fiction
Heart stopping THRILLERS.,https://www.goodreads.com/list/show/164774.Heart_stopping_THRILLERS_
10 Malayalam Must read before you die book,https://www.goodreads.com/list/show/22104.10_Malayalam_Must_read_before_you_die_book
Amazing YA Covers of 2012,https://www.goodreads.com/list/show/11551.Amazing_YA_Covers_of_2012
Schmexy Books Worth Reading,https://www.goodreads.com/list/show/39195.Schmexy_Books_Worth_Reading
Best Detective/Mystery Series,https://www.goodreads.com/list/show/640.Best_Detective_Mystery_Series
"Best Banned, Censored, and Challenged Books",https://www.goodreads.com/list/show/1360.Best_Banned_Censored_and_Challenged_Books
Best Dystopian Books for Teens,https://www.goodreads.com/list/show/4960.Best_Dystopian_Books_for_Teens
First In Series (2013),https://www.goodreads.com/list/show/19746.First_In_Series_2013_
June 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/156229.June_2021_Most_Anticipated_Romance_Releases
Best Paranormal Romance/Urban Fantasy,https://www.goodreads.com/list/show/1472.Best_Paranormal_Romance_Urban_Fantasy
The Best of the Best Romance Novels of the Twentieth Century,https://www.goodreads.com/list/show/142.The_Best_of_the_Best_Romance_Novels_of_the_Twentieth_Century
May 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/154079.May_2021_Most_Anticipated_Romance_Releases
New Adult Contemporary,https://www.goodreads.com/list/show/27840.New_Adult_Contemporary
Best Russian Literature,https://www.goodreads.com/list/show/113.Best_Russian_Literature
Can't Wait Best New Romances for 2018 (New Releases/ Upcoming Releases),https://www.goodreads.com/list/show/102535.Can_t_Wait_Best_New_Romances_for_2018_New_Releases_Upcoming_Releases_
Hardest Book to Put Down,https://www.goodreads.com/list/show/12272.Hardest_Book_to_Put_Down
MUST READ INDIES,https://www.goodreads.com/list/show/34651.MUST_READ_INDIES
"Witty, Cute & Sexy M/F Adult Contemporary Romance",https://www.goodreads.com/list/show/40507.Witty_Cute_Sexy_M_F_Adult_Contemporary_Romance
Best Books To Gift,https://www.goodreads.com/list/show/7623.Best_Books_To_Gift
Best Fantasy Books Under the Radar,https://www.goodreads.com/list/show/5406.Best_Fantasy_Books_Under_the_Radar_
Women and Mental Illness (fiction and nonfiction),https://www.goodreads.com/list/show/925.Women_and_Mental_Illness_fiction_and_nonfiction_
Indie/Self-Published Books,https://www.goodreads.com/list/show/35450.Indie_Self_Published_Books
Best Bad Boy,https://www.goodreads.com/list/show/12234.Best_Bad_Boy
Best Spy Novels,https://www.goodreads.com/list/show/8887.Best_Spy_Novels_
2013 Release books to read,https://www.goodreads.com/list/show/28637.2013_Release_books_to_read
YA Paranormal Romance,https://www.goodreads.com/list/show/2894.YA_Paranormal_Romance
Life Transformation Books,https://www.goodreads.com/list/show/86863.Life_Transformation_Books
Hot Paranormal Romance,https://www.goodreads.com/list/show/1327.Hot_Paranormal_Romance
Epic Rockstar Stories,https://www.goodreads.com/list/show/480.Epic_Rockstar_Stories
Oprah's Book Club Picks,https://www.goodreads.com/list/show/216.Oprah_s_Book_Club_Picks
Historical Fiction 2015,https://www.goodreads.com/list/show/73227.Historical_Fiction_2015
Best Second Chance Romance,https://www.goodreads.com/list/show/15200.Best_Second_Chance_Romance
100 Children's Books to Read in a Lifetime,https://www.goodreads.com/list/show/76994.100_Children_s_Books_to_Read_in_a_Lifetime
2011 Debut Authors (Young Adult and Middle Grade Lit.),https://www.goodreads.com/list/show/6138.2011_Debut_Authors_Young_Adult_and_Middle_Grade_Lit_
Most Beautiful YA Covers of 2014,https://www.goodreads.com/list/show/39232.Most_Beautiful_YA_Covers_of_2014
Five Star Fantasy Books,https://www.goodreads.com/list/show/138.Five_Star_Fantasy_Books
Best Kristen Ashley Books,https://www.goodreads.com/list/show/21456.Best_Kristen_Ashley_Books
Beautiful Book Covers of 2013,https://www.goodreads.com/list/show/16536.Beautiful_Book_Covers_of_2013
April 2021 Most Anticipated Romance Book Releases,https://www.goodreads.com/list/show/151129.April_2021_Most_Anticipated_Romance_Book_Releases
February 2020 Most-Anticipated Romances,https://www.goodreads.com/list/show/140255.February_2020_Most_Anticipated_Romances
Books that scored a five by me,https://www.goodreads.com/list/show/1744.Books_that_scored_a_five_by_me
Best Highland/Scotland Romance Novels,https://www.goodreads.com/list/show/4095.Best_Highland_Scotland_Romance_Novels
The Best of the Best,https://www.goodreads.com/list/show/2398.The_Best_of_the_Best
Re-Readable,https://www.goodreads.com/list/show/4693.Re_Readable_
CLEAN Romance Books,https://www.goodreads.com/list/show/3674.CLEAN_Romance_Books
Ghost Stories,https://www.goodreads.com/list/show/664.Ghost_Stories
Can't Wait Books of 2022,https://www.goodreads.com/list/show/147587.Can_t_Wait_Books_of_2022
What we've read so far in...2015,https://www.goodreads.com/list/show/83211.What_we_ve_read_so_far_in_2015
June 2019 Most Anticipated Romances,https://www.goodreads.com/list/show/133985.June_2019_Most_Anticipated_Romances
High Tech Thrillers.,https://www.goodreads.com/list/show/164775.High_Tech_Thrillers_
Goodreads Picks for Tournament of Books 2017,https://www.goodreads.com/list/show/97340.Goodreads_Picks_for_Tournament_of_Books_2017
Humorous Paranormal Books,https://www.goodreads.com/list/show/3246.Humorous_Paranormal_Books
Well-written M/F Steamy Romance (with Little or no BDSM),https://www.goodreads.com/list/show/35940.Well_written_M_F_Steamy_Romance_with_Little_or_no_BDSM_
أفضل الكتب العربية الصادرة في 2013,https://www.goodreads.com/list/show/32398._2013
You Read a Book about What?,https://www.goodreads.com/list/show/8342.You_Read_a_Book_about_What_
LGBTQ for YA,https://www.goodreads.com/list/show/3392.LGBTQ_for_YA
October 2019 Most-Anticipated Romances,https://www.goodreads.com/list/show/137587.October_2019_Most_Anticipated_Romances
Mythologies and Retellings of Fairy Tales & Classics,https://www.goodreads.com/list/show/19512.Mythologies_and_Retellings_of_Fairy_Tales_Classics
CAN'T WAIT TO SEE THE COVER!!!,https://www.goodreads.com/list/show/21083.CAN_T_WAIT_TO_SEE_THE_COVER_
Books That Have Made An Impression,https://www.goodreads.com/list/show/25973.Books_That_Have_Made_An_Impression
Cult Classics,https://www.goodreads.com/list/show/2522.Cult_Classics
Best Banter in Romance,https://www.goodreads.com/list/show/29055.Best_Banter_in_Romance
New Adult/Post HS books,https://www.goodreads.com/list/show/7944.New_Adult_Post_HS_books
What we've read so far in...2014,https://www.goodreads.com/list/show/47542.What_we_ve_read_so_far_in_2014
Smut for the Smart,https://www.goodreads.com/list/show/21124.Smut_for_the_Smart
Literary Love Triangles (Non-YA),https://www.goodreads.com/list/show/26046.Literary_Love_Triangles_Non_YA_
Greatest hidden EBOOKS,https://www.goodreads.com/list/show/16754.Greatest_hidden_EBOOKS
Killer Espionage novels.,https://www.goodreads.com/list/show/164777.Killer_Espionage_novels_
Best Picture Books,https://www.goodreads.com/list/show/460.Best_Picture_Books
Best Books of 2020,https://www.goodreads.com/list/show/143444.Best_Books_of_2020
Young Adult Road Trip Novels,https://www.goodreads.com/list/show/6893.Young_Adult_Road_Trip_Novels
Beach Reads - Mysteries & Thrillers,https://www.goodreads.com/list/show/10997.Beach_Reads_Mysteries_Thrillers
Kick Ass Female Heroines in Paranormal Genre,https://www.goodreads.com/list/show/10532.Kick_Ass_Female_Heroines_in_Paranormal_Genre
The Definitive Horror Book List,https://www.goodreads.com/list/show/3371.The_Definitive_Horror_Book_List
أفضل الروايات التي قمت بقراءتها,https://www.goodreads.com/list/show/7764._
I read the first one and didn't feel compelled to finish the trilogy/series,https://www.goodreads.com/list/show/4458.I_read_the_first_one_and_didn_t_feel_compelled_to_finish_the_trilogy_series
Best Shapeshifter/Werewolf books,https://www.goodreads.com/list/show/2128.Best_Shapeshifter_Werewolf_books
Best Dark Humor,https://www.goodreads.com/list/show/3753.Best_Dark_Humor
"Questionable Alphas: Dominant, Possessive, Jealous, Controlling, sometimes scary but always hot.",https://www.goodreads.com/list/show/73025.Questionable_Alphas_Dominant_Possessive_Jealous_Controlling_sometimes_scary_but_always_hot_
Dresses To Die For!,https://www.goodreads.com/list/show/5222.Dresses_To_Die_For_
Best School Assigned Books,https://www.goodreads.com/list/show/7791.Best_School_Assigned_Books
Best Unknown Books,https://www.goodreads.com/list/show/2022.Best_Unknown_Books
World War II Fiction,https://www.goodreads.com/list/show/229.World_War_II_Fiction
Best LGBTQIA literature,https://www.goodreads.com/list/show/926.Best_LGBTQIA_literature
December 2020 Most Anticipated Romance Book Releases,https://www.goodreads.com/list/show/150176.December_2020_Most_Anticipated_Romance_Book_Releases
Quirky Southern Fiction,https://www.goodreads.com/list/show/6825.Quirky_Southern_Fiction
Slow romance,https://www.goodreads.com/list/show/46915.Slow_romance
October 2020 Most Anticipated Romances,https://www.goodreads.com/list/show/148020.October_2020_Most_Anticipated_Romances_
If you like CLANCY.,https://www.goodreads.com/list/show/164780.If_you_like_CLANCY_
Can't Wait Sci-Fi/Fantasy of 2016,https://www.goodreads.com/list/show/89486.Can_t_Wait_Sci_Fi_Fantasy_of_2016
Most Difficult Novels,https://www.goodreads.com/list/show/827.Most_Difficult_Novels
Best children's books EVER,https://www.goodreads.com/list/show/621.Best_children_s_books_EVER
Medicine and Literature,https://www.goodreads.com/list/show/2122.Medicine_and_Literature
Spy novels that THRILL.,https://www.goodreads.com/list/show/164779.Spy_novels_that_THRILL_
"S&L Top-100 Science Fiction, Fantasy Titles",https://www.goodreads.com/list/show/12325.S_L_Top_100_Science_Fiction_Fantasy_Titles
2010 Debut Authors (Young Adult & Middle Grade Literature),https://www.goodreads.com/list/show/3727.2010_Debut_Authors_Young_Adult_Middle_Grade_Literature_
Best Indie Books/Authors,https://www.goodreads.com/list/show/10199.Best_Indie_Books_Authors
Best Books You've Never Heard of....,https://www.goodreads.com/list/show/15845.Best_Books_You_ve_Never_Heard_of_
Best Fantasy World,https://www.goodreads.com/list/show/6692.Best_Fantasy_World
"The ""Can't Wait"" Book of '09",https://www.goodreads.com/list/show/1443.The_Can_t_Wait_Book_of_09
Popular Books that Annoy You,https://www.goodreads.com/list/show/1097.Popular_Books_that_Annoy_You
Books Every Human Being Should Read,https://www.goodreads.com/list/show/1582.Books_Every_Human_Being_Should_Read
Best Books of 2019,https://www.goodreads.com/list/show/131403.Best_Books_of_2019
Required Reading Graphic Novels,https://www.goodreads.com/list/show/413.Required_Reading_Graphic_Novels
August 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/158729.August_2021_Most_Anticipated_Romance_Releases
Best True Crime,https://www.goodreads.com/list/show/903.Best_True_Crime
Beauty and the Beast,https://www.goodreads.com/list/show/253.Beauty_and_the_Beast
Can't Wait Best New Romances for 2017 (New Releases/ Upcoming Releases),https://www.goodreads.com/list/show/101587.Can_t_Wait_Best_New_Romances_for_2017_New_Releases_Upcoming_Releases_
You Want to Read in 2010,https://www.goodreads.com/list/show/4021.You_Want_to_Read_in_2010
Young Adult Fiction With Sex,https://www.goodreads.com/list/show/7002.Young_Adult_Fiction_With_Sex
"Great ""Dog"" Books",https://www.goodreads.com/list/show/665.Great_Dog_Books
SciFi so real its SCARY.,https://www.goodreads.com/list/show/164781.SciFi_so_real_its_SCARY_
Booker Prize Winners,https://www.goodreads.com/list/show/239.Booker_Prize_Winners
m/m books you must read,https://www.goodreads.com/list/show/17150._m_m_books_you_must_read
Best Fantasy Books,https://www.goodreads.com/list/show/367.Best_Fantasy_Books
August 2019 Most-Anticipated Romances,https://www.goodreads.com/list/show/135087.August_2019_Most_Anticipated_Romances
Books I Will Never Ever Forget (YA Fiction and Everything),https://www.goodreads.com/list/show/5333.Books_I_Will_Never_Ever_Forget_YA_Fiction_and_Everything_
Best South Asian Fiction,https://www.goodreads.com/list/show/48.Best_South_Asian_Fiction
2010 Best Books for Young Adults (Nominations),https://www.goodreads.com/list/show/2807.2010_Best_Books_for_Young_Adults_Nominations_
Epic Thriller Series.,https://www.goodreads.com/list/show/164782.Epic_Thriller_Series_
2014 Contemporary YA,https://www.goodreads.com/list/show/26001.2014_Contemporary_YA
Best Gay For You Romance,https://www.goodreads.com/list/show/2546.Best_Gay_For_You_Romance
I'm a Celebrity. Love Me!,https://www.goodreads.com/list/show/11524.I_m_a_Celebrity_Love_Me_
Fantastic Future Warfare novels.,https://www.goodreads.com/list/show/164783.Fantastic_Future_Warfare_novels_
Can't Wait Books of 2015 (official),https://www.goodreads.com/list/show/46250.Can_t_Wait_Books_of_2015_official_
Favourite Crime & Thrillers,https://www.goodreads.com/list/show/12089.Favourite_Crime_Thrillers
Best Fantasy of the 2010s,https://www.goodreads.com/list/show/38633.Best_Fantasy_of_the_2010s
Best Nicholas Sparks Books,https://www.goodreads.com/list/show/444.Best_Nicholas_Sparks_Books
Thrilling Hard Tech Fiction.,https://www.goodreads.com/list/show/164784.Thrilling_Hard_Tech_Fiction_
Most Talked about Books on Facebook,https://www.goodreads.com/list/show/71747.Most_Talked_about_Books_on_Facebook
Best Arabic Book's Cover Design أفضل تصميم غلاف (كتب عربية),https://www.goodreads.com/list/show/6855.Best_Arabic_Book_s_Cover_Design_
February 2021 Most Anticipated Romance Releases,https://www.goodreads.com/list/show/150684.February_2021_Most_Anticipated_Romance_Releases
If You Like The Hunger Games Then You Will Like……,https://www.goodreads.com/list/show/7565.If_You_Like_The_Hunger_Games_Then_You_Will_Like_
Favorite Memoirs/Autobiographies,https://www.goodreads.com/list/show/464.Favorite_Memoirs_Autobiographies_
2015 Paranormal Romance/Urban Fantasy (January - June),https://www.goodreads.com/list/show/44892.2015_Paranormal_Romance_Urban_Fantasy_January_June_
100 Best Books of All Time: The World Library List,https://www.goodreads.com/list/show/9440.100_Best_Books_of_All_Time_The_World_Library_List
I Picked It Up Because of the Title,https://www.goodreads.com/list/show/5775.I_Picked_It_Up_Because_of_the_Title
Sports Romances,https://www.goodreads.com/list/show/4520.Sports_Romances
Best Books About Animals,https://www.goodreads.com/list/show/89.Best_Books_About_Animals
2014 Romantic Releases (October to December),https://www.goodreads.com/list/show/52658.2014_Romantic_Releases_October_to_December_
I Cried When I Read This,https://www.goodreads.com/list/show/11358.I_Cried_When_I_Read_This
Mystery and Espionage WINNERS.,https://www.goodreads.com/list/show/164785.Mystery_and_Espionage_WINNERS_
Spy vs Spy Masterpieces.,https://www.goodreads.com/list/show/164787.Spy_vs_Spy_Masterpieces_
Best Thrillers,https://www.goodreads.com/list/show/1112.Best_Thrillers
November 2020 Most-Anticipated Romances,https://www.goodreads.com/list/show/147834.November_2020_Most_Anticipated_Romances
Best Experimental Books Ever,https://www.goodreads.com/list/show/4422.Best_Experimental_Books_Ever
If I Had A Time Machine I Would Travel Into The Future Just To Get These Books,https://www.goodreads.com/list/show/19472.If_I_Had_A_Time_Machine_I_Would_Travel_Into_The_Future_Just_To_Get_These_Books
November 2019 Most-Anticipated Romances,https://www.goodreads.com/list/show/136363.November_2019_Most_Anticipated_Romances_
March 2020 Most-Anticipated Romances,https://www.goodreads.com/list/show/141594.March_2020_Most_Anticipated_Romances
Darkest Books of All Time,https://www.goodreads.com/list/show/2932.Darkest_Books_of_All_Time
Best Love Story,https://www.goodreads.com/list/show/16291.Best_Love_Story
"Best Modern Mystery, Crime fiction",https://www.goodreads.com/list/show/3919.Best_Modern_Mystery_Crime_fiction
Gotta Have 'Em,https://www.goodreads.com/list/show/2800.Gotta_Have_Em
Best Traveling Vicariously,https://www.goodreads.com/list/show/2040.Best_Traveling_Vicariously
كتب تخطط لقراءتها في 2013,https://www.goodreads.com/list/show/14847._2013
2015 Romantic Releases (APRIL to JUNE),https://www.goodreads.com/list/show/80829.2015_Romantic_Releases_APRIL_to_JUNE_
Buku Indonesia Sepanjang Masa,https://www.goodreads.com/list/show/1572.Buku_Indonesia_Sepanjang_Masa
Recommended Nonfiction Books,https://www.goodreads.com/list/show/22916.Recommended_Nonfiction_Books
Best Eye on the Cover,https://www.goodreads.com/list/show/12921.Best_Eye_on_the_Cover
Best ebooks,https://www.goodreads.com/list/show/2444.Best_ebooks
LGBTQ Science Fiction and Fantasy,https://www.goodreads.com/list/show/7677.LGBTQ_Science_Fiction_and_Fantasy
"The Unknown, Hidden Gems of Historical Fiction",https://www.goodreads.com/list/show/13934.The_Unknown_Hidden_Gems_of_Historical_Fiction
January 2019 Most Anticipated Romances,https://www.goodreads.com/list/show/128701.January_2019_Most_Anticipated_Romances
Best Books of the Decade: 1970s,https://www.goodreads.com/list/show/21.Best_Books_of_the_Decade_1970s
Africa (fiction and nonfiction),https://www.goodreads.com/list/show/823.Africa_fiction_and_nonfiction_
July 2021 Most Anticipated Romance Book Releases,https://www.goodreads.com/list/show/154715.July_2021_Most_Anticipated_Romance_Book_Releases
Chick Lit for the Beach,https://www.goodreads.com/list/show/59.Chick_Lit_for_the_Beach
Best Fantasy Book Covers,https://www.goodreads.com/list/show/3307.Best_Fantasy_Book_Covers
Best Teen Horror/Suspense/Thriller,https://www.goodreads.com/list/show/615.Best_Teen_Horror_Suspense_Thriller
Sword and Laser Science Fiction list,https://www.goodreads.com/list/show/20971.Sword_and_Laser_Science_Fiction_list
